Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
0,30,164.0,60.0,18.0,96.0,40.6
0,51,153.0,56.0,27.0,102.0,40.8
1,34,185.0,79.0,21.0,92.0,40.3
1,29,185.0,87.0,14.0,97.0,40.1
0,23,176.0,72.0,23.0,107.0,40.8
1,67,184.0,88.0,26.0,106.0,41.0
0,24,176.0,70.0,5.0,94.0,39.1
0,50,166.0,65.0,4.0,86.0,39.0
1,71,210.0,121.0,6.0,94.0,39.1
0,57,159.0,61.0,2.0,87.0,38.5
1,37,190.0,93.0,28.0,108.0,40.7
1,52,161.0,69.0,11.0,84.0,40.1
1,20,180.0,80.0,6.0,82.0,39.2
0,25,159.0,57.0,15.0,99.0,40.2
0,51,169.0,69.0,12.0,96.0,40.1
0,36,164.0,60.0,17.0,100.0,40.4
1,74,177.0,81.0,28.0,112.0,40.9
1,35,189.0,97.0,10.0,102.0,40.2
1,37,185.0,85.0,10.0,90.0,39.6
0,76,179.0,80.0,21.0,110.0,40.9
0,40,164.0,62.0,13.0,101.0,40.0
1,25,185.0,80.0,18.0,108.0,40.2
1,36,163.0,69.0,24.0,102.0,40.8
1,23,191.0,89.0,14.0,99.0,40.0
1,21,188.0,93.0,22.0,97.0,40.8
0,61,165.0,67.0,29.0,104.0,41.1
1,23,189.0,93.0,12.0,98.0,39.9
0,32,180.0,75.0,7.0,92.0,39.0
0,40,169.0,74.0,10.0,90.0,39.9
1,71,175.0,82.0,18.0,89.0,40.4
0,33,166.0,65.0,14.0,89.0,40.4
1,32,198.0,100.0,29.0,105.0,40.8
0,29,164.0,60.0,23.0,101.0,40.9
0,24,165.0,59.0,18.0,91.0,40.2
1,20,173.0,75.0,9.0,93.0,39.9
0,58,169.0,64.0,27.0,107.0,40.9
1,67,170.0,79.0,2.0,91.0,38.3
0,32,171.0,64.0,20.0,98.0,40.4
0,56,164.0,63.0,13.0,94.0,39.9
0,28,160.0,60.0,1.0,86.0,37.4
0,62,158.0,59.0,29.0,111.0,41.0
1,57,176.0,76.0,23.0,101.0,40.9
0,33,155.0,55.0,4.0,80.0,38.7
1,28,181.0,79.0,22.0,105.0,40.6
0,72,146.0,53.0,12.0,94.0,40.1
1,48,177.0,82.0,30.0,99.0,40.5
1,69,170.0,76.0,4.0,84.0,38.8
1,42,177.0,76.0,5.0,89.0,38.9
1,26,180.0,75.0,4.0,77.0,39.2
0,23,165.0,59.0,28.0,113.0,40.5
0,66,171.0,76.0,11.0,93.0,39.7
1,42,182.0,85.0,23.0,100.0,40.7
1,40,196.0,102.0,5.0,91.0,39.1
1,43,170.0,73.0,28.0,106.0,40.9
1,20,190.0,86.0,22.0,103.0,40.7
0,66,169.0,71.0,17.0,101.0,40.4
0,36,149.0,53.0,16.0,94.0,40.4
0,21,163.0,60.0,11.0,83.0,40.0
1,67,179.0,83.0,10.0,89.0,39.9
0,59,155.0,55.0,20.0,96.0,40.4
0,56,143.0,49.0,27.0,106.0,40.8
1,32,196.0,95.0,19.0,98.0,40.4
1,70,184.0,93.0,7.0,86.0,39.2
1,25,184.0,82.0,10.0,88.0,39.9
0,20,157.0,49.0,24.0,111.0,40.1
0,28,152.0,54.0,8.0,84.0,39.7
1,44,175.0,73.0,14.0,95.0,40.4
0,61,163.0,65.0,19.0,92.0,40.6
0,58,163.0,61.0,4.0,80.0,38.8
1,25,187.0,86.0,28.0,106.0,40.8
1,41,196.0,94.0,15.0,93.0,40.3
1,41,186.0,87.0,14.0,100.0,40.3
0,20,162.0,59.0,18.0,95.0,40.6
0,52,159.0,62.0,23.0,99.0,40.4
0,31,171.0,70.0,5.0,83.0,39.0
1,52,182.0,86.0,28.0,104.0,40.3
0,47,171.0,67.0,10.0,96.0,40.1
1,62,185.0,84.0,12.0,93.0,39.9
0,31,176.0,68.0,15.0,96.0,40.3
0,20,168.0,64.0,12.0,96.0,39.8
0,24,164.0,63.0,16.0,94.0,40.2
0,32,163.0,62.0,2.0,91.0,38.4
1,67,184.0,88.0,29.0,111.0,40.8
0,54,163.0,60.0,10.0,94.0,39.8
0,40,135.0,42.0,14.0,94.0,40.2
1,68,185.0,87.0,10.0,101.0,39.9
1,21,193.0,92.0,20.0,108.0,40.5
1,41,181.0,82.0,26.0,106.0,40.8
0,32,164.0,62.0,25.0,100.0,40.3
1,40,183.0,84.0,18.0,101.0,40.3
1,21,175.0,78.0,2.0,81.0,38.3
0,59,149.0,54.0,26.0,104.0,40.8
0,59,157.0,58.0,18.0,96.0,40.2
0,61,170.0,68.0,3.0,82.0,38.8
1,24,180.0,84.0,21.0,98.0,40.6
1,41,175.0,82.0,4.0,80.0,38.9
0,29,165.0,62.0,13.0,87.0,40.2
1,28,185.0,80.0,12.0,91.0,40.2
0,56,152.0,54.0,14.0,94.0,39.9
1,30,194.0,88.0,4.0,80.0,38.7
1,21,181.0,76.0,17.0,100.0,39.9
1,57,178.0,83.0,2.0,79.0,38.1
0,24,167.0,63.0,26.0,107.0,40.8
0,47,169.0,59.0,29.0,102.0,41.1
0,34,179.0,68.0,19.0,102.0,40.6
1,28,183.0,88.0,4.0,86.0,39.3
1,61,194.0,99.0,14.0,90.0,40.2
0,59,172.0,70.0,2.0,96.0,38.6
1,57,197.0,93.0,2.0,82.0,38.4
0,27,149.0,50.0,19.0,98.0,40.4
0,73,146.0,53.0,18.0,105.0,40.4
1,57,184.0,91.0,7.0,95.0,39.2
1,33,175.0,70.0,9.0,88.0,39.4
1,53,182.0,78.0,12.0,91.0,40.0
0,49,165.0,65.0,27.0,106.0,40.6
1,38,188.0,88.0,5.0,83.0,39.0
1,25,195.0,91.0,16.0,96.0,39.7
0,24,177.0,76.0,19.0,96.0,40.5
0,79,156.0,54.0,13.0,91.0,40.3
1,65,176.0,83.0,26.0,109.0,41.0
1,44,169.0,77.0,16.0,91.0,40.2
1,24,188.0,93.0,10.0,94.0,39.6
0,23,181.0,74.0,12.0,86.0,40.2
0,63,155.0,58.0,14.0,88.0,40.2
1,62,164.0,64.0,10.0,86.0,40.1
0,73,162.0,63.0,28.0,107.0,40.7
0,41,160.0,62.0,4.0,83.0,39.0
1,53,197.0,98.0,2.0,81.0,38.2
1,23,173.0,77.0,16.0,102.0,40.1
0,36,165.0,58.0,12.0,97.0,40.0
1,66,183.0,90.0,17.0,102.0,40.2
0,42,150.0,52.0,25.0,98.0,40.7
0,32,162.0,58.0,19.0,108.0,40.6
0,30,146.0,52.0,13.0,95.0,39.9
0,36,144.0,49.0,11.0,91.0,40.2
0,34,180.0,73.0,26.0,89.0,40.5
0,69,161.0,60.0,12.0,95.0,40.2
0,54,152.0,53.0,19.0,101.0,40.2
0,71,149.0,49.0,9.0,90.0,39.7
1,49,183.0,92.0,16.0,103.0,40.3
0,31,165.0,65.0,22.0,90.0,40.6
0,25,170.0,70.0,2.0,84.0,38.5
1,31,192.0,92.0,4.0,93.0,39.1
1,54,168.0,72.0,27.0,113.0,41.3
1,38,165.0,68.0,20.0,98.0,40.2
1,67,170.0,75.0,23.0,107.0,40.7
0,54,168.0,63.0,17.0,92.0,40.3
1,20,178.0,79.0,10.0,92.0,39.5
1,20,186.0,86.0,26.0,99.0,40.1
0,21,156.0,56.0,1.0,86.0,37.4
1,59,191.0,89.0,21.0,93.0,40.7
0,74,171.0,68.0,14.0,95.0,40.3
1,33,187.0,87.0,26.0,106.0,40.7
0,22,161.0,63.0,1.0,73.0,37.5
0,68,162.0,59.0,13.0,93.0,40.0
1,42,184.0,86.0,14.0,92.0,39.9
1,73,190.0,98.0,12.0,91.0,39.8
1,26,197.0,101.0,7.0,87.0,39.3
1,51,169.0,78.0,23.0,102.0,40.5
0,25,168.0,66.0,9.0,91.0,39.7
0,31,170.0,66.0,24.0,101.0,40.6
0,77,177.0,75.0,22.0,96.0,40.5
1,70,177.0,77.0,29.0,100.0,40.7
1,29,179.0,80.0,28.0,108.0,41.0
0,21,175.0,69.0,10.0,98.0,39.7
0,55,166.0,66.0,10.0,94.0,39.6
1,43,184.0,87.0,23.0,106.0,40.6
1,54,201.0,109.0,27.0,106.0,40.9
1,41,181.0,82.0,23.0,106.0,40.5
0,21,197.0,91.0,11.0,88.0,39.8
0,24,157.0,52.0,11.0,85.0,40.0
0,32,154.0,56.0,6.0,81.0,39.3
0,21,150.0,50.0,19.0,104.0,40.1
1,26,180.0,84.0,15.0,92.0,40.3
1,29,178.0,85.0,18.0,93.0,40.8
1,54,179.0,75.0,30.0,108.0,40.7
1,24,182.0,85.0,10.0,95.0,40.0
0,53,154.0,57.0,4.0,86.0,38.9
1,53,179.0,78.0,20.0,93.0,40.8
0,64,181.0,76.0,13.0,90.0,40.0
1,22,177.0,80.0,7.0,86.0,39.5
1,31,201.0,97.0,22.0,102.0,40.4
1,45,182.0,88.0,14.0,95.0,39.8
1,55,199.0,101.0,16.0,96.0,40.3
1,20,180.0,84.0,16.0,98.0,40.0
0,57,166.0,64.0,3.0,83.0,38.7
0,44,151.0,56.0,4.0,91.0,38.9
1,68,198.0,111.0,29.0,110.0,40.5
1,68,186.0,88.0,1.0,87.0,37.8
0,22,168.0,68.0,3.0,84.0,38.6
0,39,158.0,54.0,26.0,94.0,40.7
0,33,150.0,56.0,26.0,102.0,40.8
0,68,156.0,55.0,12.0,94.0,40.0
1,51,192.0,94.0,14.0,102.0,40.3
0,62,163.0,60.0,2.0,84.0,38.4
1,68,175.0,74.0,8.0,81.0,39.4
1,77,176.0,79.0,2.0,85.0,38.5
1,41,179.0,81.0,30.0,105.0,40.8
1,41,182.0,79.0,5.0,86.0,39.1
0,32,165.0,63.0,21.0,104.0,40.5
1,28,193.0,96.0,11.0,85.0,40.1
0,46,174.0,68.0,9.0,91.0,39.6
1,20,187.0,90.0,25.0,105.0,40.7
1,71,186.0,91.0,16.0,95.0,40.1
0,65,169.0,65.0,30.0,105.0,40.8
1,58,179.0,82.0,23.0,107.0,40.4
0,48,179.0,82.0,28.0,114.0,40.7
1,20,175.0,78.0,24.0,107.0,40.5
1,43,195.0,95.0,26.0,106.0,40.7
1,53,186.0,91.0,11.0,82.0,40.1
0,35,164.0,61.0,16.0,90.0,40.1
1,71,187.0,97.0,13.0,90.0,40.3
0,34,171.0,69.0,26.0,96.0,40.8
0,45,172.0,69.0,29.0,101.0,40.7
1,78,190.0,100.0,2.0,91.0,38.6
0,24,152.0,52.0,10.0,83.0,40.1
0,26,169.0,70.0,19.0,99.0,40.6
0,40,166.0,63.0,10.0,86.0,39.7
1,49,187.0,86.0,11.0,90.0,39.8
0,38,158.0,61.0,27.0,112.0,40.7
1,36,178.0,77.0,29.0,105.0,41.2
0,48,159.0,61.0,18.0,102.0,40.4
0,26,171.0,62.0,17.0,90.0,40.1
0,69,162.0,59.0,11.0,95.0,39.6
1,45,198.0,102.0,10.0,86.0,39.3
0,48,165.0,67.0,21.0,106.0,40.8
1,61,182.0,87.0,26.0,104.0,40.7
1,63,179.0,80.0,25.0,108.0,40.8
1,49,193.0,97.0,3.0,84.0,38.5
1,22,188.0,92.0,11.0,96.0,39.6
1,50,190.0,100.0,27.0,104.0,40.8
1,64,209.0,112.0,18.0,100.0,40.4
0,22,154.0,61.0,13.0,93.0,39.9
1,26,185.0,87.0,12.0,90.0,40.0
0,39,140.0,48.0,19.0,92.0,40.6
0,21,156.0,60.0,17.0,91.0,40.2
1,25,180.0,78.0,25.0,109.0,40.5
0,66,180.0,76.0,26.0,114.0,40.7
0,23,171.0,67.0,25.0,112.0,40.5
1,37,181.0,88.0,22.0,97.0,40.8
0,36,177.0,80.0,8.0,95.0,39.7
1,45,200.0,97.0,24.0,106.0,40.7
1,24,188.0,93.0,18.0,99.0,40.3
0,24,145.0,49.0,12.0,88.0,40.2
1,23,196.0,88.0,16.0,105.0,40.2
0,21,160.0,54.0,24.0,103.0,40.3
0,71,162.0,61.0,21.0,102.0,40.6
1,38,170.0,74.0,26.0,109.0,40.5
1,27,187.0,89.0,18.0,106.0,40.7
0,28,165.0,59.0,12.0,91.0,39.8
0,46,168.0,70.0,5.0,77.0,39.1
1,42,179.0,80.0,8.0,93.0,39.4
1,20,181.0,81.0,24.0,109.0,40.7
0,29,167.0,69.0,9.0,88.0,39.7
0,40,162.0,64.0,2.0,87.0,38.1
1,20,201.0,100.0,20.0,97.0,40.5
1,64,184.0,93.0,19.0,108.0,40.4
0,25,174.0,67.0,11.0,94.0,39.8
1,24,167.0,66.0,13.0,87.0,40.2
0,57,191.0,79.0,19.0,97.0,40.5
0,33,159.0,53.0,17.0,94.0,40.0
0,30,152.0,57.0,23.0,104.0,40.7
1,24,180.0,78.0,22.0,101.0,40.5
1,50,196.0,97.0,20.0,92.0,40.4
1,53,195.0,96.0,28.0,106.0,40.7
0,52,181.0,76.0,18.0,96.0,40.3
1,41,198.0,101.0,3.0,75.0,38.7
1,24,169.0,73.0,3.0,75.0,38.6
0,28,149.0,53.0,28.0,109.0,41.0
0,44,159.0,64.0,12.0,97.0,39.8
0,25,174.0,72.0,9.0,93.0,39.6
0,49,156.0,57.0,25.0,112.0,40.9
1,69,190.0,93.0,24.0,105.0,40.5
0,30,161.0,63.0,15.0,90.0,40.3
0,73,184.0,83.0,13.0,97.0,40.3
1,22,194.0,91.0,23.0,99.0,41.0
0,67,171.0,70.0,10.0,86.0,39.8
0,22,167.0,64.0,16.0,89.0,40.2
1,26,175.0,74.0,29.0,107.0,41.1
1,73,188.0,85.0,28.0,105.0,41.0
0,40,166.0,64.0,25.0,103.0,40.5
0,49,174.0,77.0,26.0,100.0,40.7
0,23,171.0,70.0,9.0,91.0,39.6
0,44,177.0,78.0,26.0,105.0,41.2
0,59,178.0,71.0,23.0,113.0,40.5
0,33,153.0,53.0,26.0,111.0,40.3
1,29,187.0,94.0,2.0,86.0,37.7
0,47,158.0,57.0,2.0,79.0,38.3
1,76,179.0,79.0,19.0,105.0,40.5
0,30,169.0,64.0,18.0,97.0,39.9
0,22,171.0,65.0,13.0,93.0,40.3
0,64,166.0,69.0,15.0,98.0,40.6
1,33,186.0,82.0,5.0,86.0,38.9
1,26,185.0,82.0,28.0,109.0,41.1
1,69,195.0,98.0,16.0,101.0,40.1
1,26,178.0,79.0,12.0,101.0,40.5
0,24,168.0,60.0,3.0,89.0,38.8
0,67,147.0,55.0,19.0,102.0,40.5
1,66,185.0,87.0,8.0,84.0,39.7
1,23,184.0,81.0,15.0,102.0,40.3
0,43,183.0,75.0,21.0,99.0,40.9
1,23,189.0,89.0,8.0,82.0,39.7
1,70,186.0,92.0,18.0,100.0,40.5
0,24,170.0,66.0,3.0,88.0,38.8
1,21,183.0,82.0,30.0,113.0,41.0
0,20,175.0,74.0,24.0,108.0,40.8
1,42,193.0,92.0,2.0,87.0,38.0
1,49,188.0,93.0,25.0,105.0,40.7
0,22,150.0,49.0,8.0,94.0,39.6
0,69,169.0,67.0,29.0,111.0,40.7
0,33,155.0,52.0,7.0,82.0,39.2
1,25,182.0,81.0,8.0,91.0,39.5
1,37,171.0,73.0,7.0,90.0,39.2
0,55,162.0,63.0,25.0,103.0,40.7
1,61,195.0,105.0,11.0,96.0,39.7
1,20,179.0,79.0,28.0,107.0,40.9
0,39,179.0,76.0,6.0,82.0,39.4
1,75,173.0,79.0,5.0,87.0,38.9
0,53,173.0,68.0,7.0,96.0,39.3
0,22,151.0,52.0,3.0,79.0,38.6
0,21,167.0,67.0,21.0,103.0,40.4
0,22,155.0,56.0,24.0,109.0,40.8
0,40,166.0,72.0,10.0,92.0,39.8
1,42,197.0,100.0,14.0,95.0,40.3
0,44,162.0,60.0,9.0,87.0,39.2
1,37,197.0,92.0,1.0,87.0,37.5
0,63,166.0,63.0,9.0,99.0,39.9
0,36,166.0,64.0,22.0,106.0,40.6
0,24,171.0,63.0,17.0,95.0,40.9
1,46,190.0,99.0,3.0,85.0,38.7
0,23,169.0,64.0,30.0,116.0,40.5
0,35,151.0,51.0,29.0,108.0,40.8
1,34,182.0,81.0,4.0,72.0,38.5
1,54,175.0,81.0,6.0,83.0,39.3
0,47,174.0,69.0,14.0,83.0,40.4
0,66,153.0,55.0,26.0,111.0,40.7
1,42,186.0,89.0,13.0,89.0,40.2
1,74,182.0,88.0,14.0,88.0,40.0
1,26,185.0,85.0,7.0,86.0,39.5
1,20,192.0,88.0,22.0,107.0,40.7
1,35,169.0,76.0,12.0,90.0,40.0
0,21,161.0,60.0,4.0,87.0,38.8
1,30,178.0,75.0,1.0,77.0,38.2
0,28,163.0,59.0,28.0,101.0,40.7
1,36,173.0,72.0,23.0,111.0,40.8
0,25,167.0,64.0,13.0,103.0,40.1
1,66,176.0,83.0,27.0,102.0,40.7
0,24,178.0,78.0,2.0,93.0,38.2
1,22,193.0,99.0,19.0,99.0,40.3
1,27,181.0,79.0,17.0,94.0,40.3
0,46,153.0,51.0,30.0,115.0,40.8
0,23,148.0,46.0,24.0,104.0,40.8
0,36,168.0,66.0,9.0,93.0,39.6
1,22,176.0,73.0,3.0,84.0,39.1
0,52,154.0,56.0,25.0,103.0,40.9
0,50,155.0,59.0,18.0,113.0,40.3
0,58,144.0,42.0,12.0,96.0,40.1
0,51,164.0,63.0,10.0,88.0,39.6
0,64,163.0,67.0,27.0,115.0,40.7
1,60,181.0,92.0,3.0,88.0,38.8
0,39,135.0,43.0,12.0,91.0,39.9
0,44,166.0,66.0,18.0,91.0,40.4
0,29,157.0,57.0,28.0,101.0,40.8
0,40,148.0,53.0,9.0,87.0,39.6
1,44,170.0,79.0,7.0,82.0,39.4
1,65,188.0,90.0,18.0,103.0,40.3
1,27,191.0,85.0,1.0,76.0,37.8
1,37,171.0,78.0,14.0,92.0,40.3
0,22,157.0,53.0,19.0,100.0,40.5
0,62,159.0,61.0,5.0,83.0,39.0
1,28,189.0,87.0,10.0,85.0,39.9
0,74,168.0,66.0,4.0,79.0,38.9
0,68,159.0,59.0,5.0,87.0,39.4
0,44,181.0,75.0,22.0,95.0,40.4
1,36,185.0,79.0,6.0,89.0,39.1
1,25,187.0,79.0,4.0,85.0,38.9
1,72,185.0,90.0,4.0,85.0,38.9
1,76,182.0,91.0,6.0,90.0,39.5
0,58,173.0,77.0,26.0,103.0,40.6
0,40,162.0,64.0,6.0,88.0,39.0
0,21,150.0,51.0,21.0,97.0,40.2
1,21,177.0,77.0,24.0,104.0,40.6
1,72,179.0,81.0,21.0,97.0,40.6
0,52,155.0,54.0,24.0,101.0,40.6
0,74,160.0,66.0,29.0,110.0,40.8
1,69,188.0,89.0,6.0,88.0,39.4
1,22,172.0,75.0,14.0,98.0,39.9
1,34,178.0,80.0,26.0,107.0,40.7
0,50,148.0,55.0,24.0,109.0,40.8
1,22,185.0,80.0,28.0,99.0,41.2
1,38,188.0,89.0,15.0,101.0,40.1
0,35,151.0,57.0,21.0,99.0,40.4
1,27,198.0,97.0,23.0,100.0,40.7
1,72,175.0,81.0,19.0,96.0,40.6
0,79,153.0,59.0,16.0,94.0,40.5
0,24,167.0,62.0,17.0,88.0,40.3
0,69,161.0,59.0,24.0,105.0,40.8
0,56,165.0,66.0,19.0,108.0,40.4
0,27,178.0,71.0,29.0,114.0,40.8
0,32,163.0,65.0,6.0,80.0,39.5
0,28,165.0,61.0,30.0,110.0,40.9
1,57,186.0,89.0,9.0,83.0,39.6
0,54,169.0,66.0,13.0,96.0,40.1
1,29,184.0,86.0,3.0,78.0,38.7
0,65,164.0,60.0,28.0,108.0,40.8
1,58,195.0,93.0,18.0,89.0,40.3
0,58,149.0,54.0,24.0,107.0,40.4
0,62,165.0,66.0,28.0,107.0,40.7
0,55,174.0,70.0,11.0,83.0,40.0
1,64,201.0,102.0,7.0,83.0,39.2
1,36,189.0,87.0,20.0,98.0,40.3
0,35,160.0,63.0,9.0,90.0,39.6
1,58,194.0,95.0,23.0,106.0,40.5
1,21,188.0,89.0,4.0,80.0,38.6
0,22,170.0,68.0,26.0,109.0,40.7
0,28,153.0,49.0,23.0,108.0,40.5
1,73,182.0,82.0,27.0,107.0,41.3
1,73,185.0,88.0,8.0,90.0,39.5
0,20,165.0,59.0,29.0,100.0,41.0
1,24,185.0,88.0,11.0,90.0,39.9
1,64,199.0,104.0,6.0,88.0,39.6
0,37,159.0,61.0,10.0,90.0,40.1
0,26,179.0,71.0,26.0,110.0,40.9
0,55,176.0,76.0,19.0,102.0,40.4
1,52,184.0,85.0,22.0,101.0,40.4
1,43,186.0,93.0,20.0,107.0,40.3
0,25,162.0,69.0,28.0,101.0,41.2
0,33,171.0,70.0,10.0,92.0,39.8
1,32,168.0,73.0,30.0,111.0,40.7
1,59,176.0,81.0,6.0,85.0,39.5
0,29,162.0,66.0,7.0,94.0,39.5
1,52,177.0,73.0,27.0,111.0,41.1
0,32,163.0,58.0,17.0,100.0,40.4
0,39,173.0,72.0,25.0,104.0,40.4
1,22,187.0,84.0,26.0,99.0,40.6
1,38,169.0,74.0,12.0,91.0,40.3
0,75,169.0,66.0,29.0,102.0,40.8
1,45,192.0,97.0,21.0,103.0,40.7
0,41,172.0,61.0,28.0,102.0,40.9
0,22,173.0,70.0,15.0,96.0,40.2
0,59,152.0,58.0,21.0,101.0,41.1
1,50,184.0,84.0,14.0,96.0,40.4
1,74,181.0,86.0,22.0,101.0,40.8
0,27,153.0,55.0,15.0,93.0,39.9
1,29,197.0,92.0,22.0,97.0,40.8
1,46,187.0,89.0,13.0,101.0,40.3
1,27,182.0,79.0,3.0,89.0,38.9
1,21,189.0,88.0,15.0,99.0,40.2
1,22,189.0,80.0,5.0,86.0,39.3
0,24,162.0,61.0,23.0,98.0,40.9
0,67,159.0,58.0,6.0,94.0,39.5
1,71,193.0,98.0,17.0,94.0,40.3
0,35,177.0,71.0,1.0,87.0,37.7
1,76,192.0,100.0,20.0,96.0,40.3
1,44,183.0,86.0,26.0,103.0,40.8
0,47,171.0,70.0,8.0,93.0,39.6
1,77,193.0,97.0,13.0,87.0,39.9
1,26,174.0,80.0,11.0,83.0,39.7
0,48,155.0,59.0,13.0,91.0,40.1
0,42,178.0,75.0,30.0,110.0,40.8
0,46,162.0,59.0,20.0,99.0,40.4
0,21,167.0,67.0,18.0,100.0,40.2
1,45,191.0,92.0,23.0,107.0,40.5
0,60,156.0,59.0,23.0,106.0,40.7
0,47,174.0,71.0,16.0,100.0,40.5
1,77,174.0,78.0,8.0,88.0,39.8
0,72,146.0,49.0,22.0,103.0,40.5
1,34,167.0,71.0,8.0,85.0,39.5
1,21,184.0,89.0,22.0,104.0,40.6
1,56,196.0,94.0,5.0,86.0,39.0
0,23,169.0,60.0,21.0,99.0,40.5
0,75,156.0,61.0,29.0,102.0,41.2
0,25,178.0,71.0,5.0,94.0,39.2
0,73,184.0,83.0,25.0,121.0,40.6
1,30,209.0,117.0,20.0,91.0,40.7
1,30,181.0,79.0,10.0,95.0,40.1
1,48,183.0,81.0,14.0,99.0,40.2
1,26,185.0,90.0,25.0,110.0,41.1
0,55,169.0,67.0,21.0,102.0,40.6
1,23,170.0,74.0,16.0,104.0,40.1
1,51,190.0,96.0,5.0,77.0,39.0
0,44,167.0,67.0,21.0,97.0,40.3
0,22,150.0,52.0,22.0,102.0,40.7
1,40,188.0,87.0,17.0,102.0,40.4
0,57,154.0,59.0,1.0,90.0,37.9
0,51,175.0,75.0,25.0,105.0,40.8
0,20,168.0,67.0,5.0,82.0,39.4
1,76,210.0,114.0,7.0,94.0,39.3
0,63,176.0,79.0,29.0,111.0,40.5
1,29,181.0,82.0,7.0,90.0,39.5
1,31,213.0,108.0,29.0,111.0,41.1
0,70,170.0,66.0,15.0,100.0,40.3
0,65,158.0,58.0,22.0,92.0,40.8
0,39,162.0,63.0,13.0,89.0,40.2
0,70,160.0,64.0,6.0,89.0,39.4
1,20,175.0,71.0,16.0,96.0,40.4
1,28,178.0,77.0,22.0,99.0,40.4
1,68,194.0,99.0,4.0,80.0,38.6
0,38,178.0,77.0,14.0,82.0,40.5
1,54,177.0,83.0,15.0,98.0,40.4
0,51,153.0,58.0,15.0,97.0,40.5
0,31,172.0,68.0,26.0,94.0,40.9
0,53,172.0,70.0,25.0,102.0,40.6
0,20,165.0,58.0,1.0,83.0,37.8
0,40,154.0,57.0,23.0,103.0,40.5
0,45,164.0,61.0,5.0,84.0,39.1
0,38,163.0,63.0,19.0,105.0,40.5
1,23,171.0,71.0,3.0,75.0,38.8
1,56,180.0,85.0,19.0,107.0,40.5
1,32,196.0,96.0,27.0,105.0,40.7
0,35,178.0,69.0,15.0,89.0,40.2
1,34,190.0,88.0,12.0,97.0,40.2
1,55,173.0,74.0,24.0,105.0,40.6
1,68,189.0,95.0,16.0,103.0,40.3
0,67,169.0,72.0,18.0,103.0,40.7
1,49,187.0,91.0,25.0,99.0,40.8
0,43,164.0,63.0,2.0,83.0,38.2
0,26,173.0,68.0,27.0,107.0,41.0
0,68,155.0,58.0,15.0,100.0,40.3
0,23,172.0,69.0,24.0,103.0,40.8
0,22,177.0,75.0,9.0,98.0,39.7
0,37,156.0,58.0,8.0,92.0,39.8
1,37,213.0,110.0,29.0,112.0,40.9
0,33,182.0,78.0,5.0,83.0,39.3
1,54,181.0,78.0,29.0,108.0,40.9
1,45,193.0,96.0,20.0,102.0,40.5
1,43,178.0,81.0,13.0,93.0,40.0
0,24,145.0,48.0,2.0,79.0,37.9
0,71,163.0,66.0,17.0,96.0,40.0
1,23,189.0,91.0,24.0,101.0,40.6
1,52,203.0,104.0,7.0,91.0,39.4
0,27,134.0,38.0,22.0,103.0,40.7
0,41,155.0,56.0,20.0,96.0,40.4
1,71,182.0,91.0,9.0,92.0,39.7
1,42,176.0,78.0,4.0,88.0,39.1
1,78,179.0,80.0,21.0,100.0,40.5
1,57,182.0,84.0,11.0,98.0,39.9
1,48,181.0,85.0,22.0,103.0,41.0
0,73,153.0,58.0,5.0,78.0,38.9
0,24,176.0,70.0,21.0,97.0,40.3
1,41,184.0,82.0,19.0,104.0,40.4
1,22,173.0,69.0,27.0,114.0,40.8
1,31,198.0,101.0,3.0,77.0,39.0
0,22,173.0,64.0,15.0,94.0,40.5
0,35,164.0,65.0,24.0,106.0,40.8
0,47,163.0,62.0,25.0,99.0,40.3
1,49,181.0,81.0,16.0,97.0,40.2
1,52,176.0,77.0,26.0,112.0,40.8
0,34,159.0,57.0,5.0,89.0,39.2
1,43,190.0,97.0,27.0,105.0,41.0
0,53,160.0,60.0,16.0,97.0,40.3
0,39,152.0,53.0,6.0,85.0,39.4
1,50,200.0,100.0,20.0,94.0,40.8
0,33,160.0,56.0,28.0,108.0,40.6
0,34,161.0,56.0,18.0,102.0,40.6
1,32,194.0,94.0,24.0,98.0,40.8
0,21,154.0,53.0,26.0,103.0,40.9
0,54,175.0,74.0,14.0,96.0,39.6
0,72,145.0,49.0,25.0,109.0,40.6
1,74,195.0,97.0,8.0,94.0,39.5
0,41,177.0,71.0,27.0,111.0,40.7
1,50,195.0,89.0,3.0,84.0,38.5
1,53,199.0,95.0,13.0,93.0,40.1
1,69,177.0,76.0,15.0,102.0,40.3
1,41,174.0,79.0,18.0,102.0,39.9
1,77,181.0,91.0,22.0,110.0,40.7
1,28,169.0,75.0,15.0,100.0,40.6
1,43,185.0,83.0,28.0,108.0,40.9
0,36,160.0,62.0,8.0,82.0,39.6
1,40,179.0,79.0,10.0,91.0,39.8
1,26,189.0,93.0,24.0,104.0,40.9
1,59,177.0,87.0,26.0,114.0,40.8
0,32,173.0,66.0,11.0,87.0,39.9
0,40,154.0,56.0,20.0,103.0,40.2
1,61,196.0,97.0,16.0,97.0,40.5
0,44,191.0,89.0,28.0,99.0,40.7
1,72,186.0,94.0,9.0,88.0,39.9
0,25,177.0,75.0,24.0,103.0,40.5
1,60,170.0,76.0,10.0,81.0,39.2
0,33,142.0,45.0,12.0,97.0,40.0
1,46,196.0,101.0,16.0,95.0,40.3
